promo_pre_handle,promo_post_handle,promo_delta_handle,control_pre_handle,control_post_handle,control_delta_handle,post_handle_gap
80.86323560127695,109.29903689350697,28.435801292230007,42.68489449048138,32.36637405350839,-10.318520436973035,76.93266283999859
