promo_users_4w,promo_users_13w,promo_users_26w,net_profit_per_user_4w,net_profit_per_user_13w,net_profit_per_user_26w,net_profit_total_4w,net_profit_total_13w,net_profit_total_26w,promo_cost_total,promo_cost_total_13w,promo_cost_total_26w,net_after_promo_total_4w,net_after_promo_total_13w,net_after_promo_total_26w,direct_promo_net_total_4w,direct_promo_net_total_13w,direct_promo_net_total_26w,operating_profit_before_promo_4w,operating_profit_before_promo_13w,operating_profit_before_promo_26w,roi,roi_13w,roi_26w,direct_promo_roi_4w,direct_promo_roi_13w,direct_promo_roi_26w,operating_roi_4w,operating_roi_13w,operating_roi_26w
291,290,288,-1.900830421396711,18.62274162624228,27.598343501165346,901.8583473735571,6850.595071610262,9388.32292833562,80.78762118676045,153.53449100639216,151.33380742520313,-553.1416526264429,5400.595071610262,7948.3229283356195,-296.4999080421815,-79.74741302266808,366.9111842588742,-472.35403143968244,5554.129562616654,8099.656735760822,-21.68030054992161,-9.963542413144024,-7.090873044157704,-3.6701155905649094,-0.5194104106506461,2.4245156485620067,-5.846861493145342,36.17512603331206,53.52179313775664
