,gate_30 rate,gate_40 rate,diff (pp),z,p,gate_30 CI low,gate_30 CI high,gate_40 CI low,gate_40 CI high,diff CI low,diff CI high
retention_1,46.75303416504922,46.217074967765704,-0.5359591972835198,1.577381520337375,0.11470776493185678,46.28045020397177,47.22620143249778,45.748544848231596,46.68627420986057,-1.2019057188555238,0.12998732428848425
retention_7,19.844257886490656,19.03205010130779,-0.8122077851828668,3.013003335580102,0.0025867607438543124,19.468967789469062,20.224965360039725,18.665611354286206,19.403966449328998,-1.3405875671817178,-0.2838280031840159
